;KEY;CowKEY;Records source;Farm;Cow Code;Cow Name;Calving No;CowCalvingKEY;Date;Week;CowCalvPeakProdAvg;CowCalvPeakProdAvgDIM;DistProdToday;DistProdAvg;DistFarm;DistFPM;DistWeight;DistJaanos;DistSyo;DistLyps;AngleProdToday;AngleProdAvg;AngleFarm;AngleFPM;AngleWeight;AngleJaanos;AngleSyo;AngleLyps;SlopeProdToday;SlopeProdAvg;SlopeFarm;SlopeFPM;SlopeWeight;SlopeJaanos;SlopeSyo;SlopeLyps;DiffProdToday;DiffProdAvg;DiffFarm;DiffFPM;DiffWeight;DiffJaanos;DiffSyo;DiffLyps;DiffDIM;DIM-P2;DIM-P1;Lypsy-P2;Lypsy-P1;Syo-P2;Syo-P1;Jaanos-P2;Jaanos-P1;Weight-P2;Weight-P1;FeedPerMilk-P2;FeedPerMilk-P1;FarmProd-P2;FarmProd-P1;ProdAvg-P2;ProdAvg-P1;ProdToday-P2;ProdToday-P1;Unnamed: 63
9225;LR-72251-194-Karpalo-20170804-3-52-51,3;LR-72251-194-Karpalo;LR;72251;194;Karpalo;3;72251-194-Karpalo-3;20170804;31;50,9;52;9,082400564;11,67261753;8,392033425;8,00004225;8,544003745;8,000224997;8,172447614;8,005623024;0,493195657;0,815691923;0,306865654;0,003249989;-0,35877067;0,007499859;0,20579469;0,037482437;0,5375;1,0625;0,316875;0,00325;-0,375;0,0075;0,20875;0,0375;4,3;8,5;2,535;0,026;-3;0,06;1,67;0,3;8;17;9;3,3;3;6;4,33;0,16;0,1;606;609;0,155;0,129;34,073;31,538;37,6;29,1;38;33,7;
9229;LR-72251-320-YÃ¶kkÃ¶-20180323-7-49-50,6;LR-72251-320-YÃ¶kkÃ¶;LR;72251;320;YÃ¶kkÃ¶;7;72251-320-YÃ¶kkÃ¶-7;20180323;12;49,5;49;16,11241757;18,35755975;16,51027949;16,0001125;22,627417;16,11359985;16,00750137;16,00499922;0,118196489;-0,51238946;0,24926815;-0,003749982;0,785398163;-0,118812753;-0,030615431;-0,024994794;0,11875;-0,5625;0,2545625;-0,00375;1;-0,119375;-0,030625;-0,025;1,9;-9;4,073;-0,06;16;-1,91;-0,49;-0,4;16;276;260;1,9;2,3;3,22;3,71;0,06;1,97;713;697;0,168;0,228;29,887;25,814;18,7;27,7;18,5;16,6;
9238;LR-72251-404-Kirppu-20171201-2-119-50,7;LR-72251-404-Kirppu;LR;72251;404;Kirppu;2;72251-404-Kirppu-2;20171201;48;48,7;119;9,541488354;9,278469701;8,22764146;8,00000025;25,29822128;8,00000625;8,00722174;8,022468448;0,576375221;0,531177619;0,235781352;0,00025;1,249045772;-0,001249999;0,042474439;0,074859848;0,65;0,5875;0,24025;0,00025;3;-0,00125;0,0425;0,075;5,2;4,7;1,922;0,002;24;-0,01;0,34;0,6;8;63;55;4;3,4;7,63;7,29;0,19;0,2;705;681;0,154;0,152;29,887;27,965;46,8;42,1;48,5;43,3;
9253;LR-72251-435-Mymmi-20180216-1-119-40,9;LR-72251-435-Mymmi;LR;72251;435;Mymmi;1;72251-435-Mymmi-1;20180216;7;41;119;7,025667228;7;7,039957457;7,000349991;7;7,000007143;7,340578996;7,006425622;-0,085505294;0;0,106594435;0,009999667;0;-0,00142857;0,3058105;-0,042830933;-0,085714286;0;0,107;0,01;0;-0,001428571;0,315714286;-0,042857143;-0,6;0;0,749;0,07;0;-0,01;2,21;-0,3;7;84;77;3,1;3,4;9,05;6,84;0,13;0,14;578;578;0,241;0,171;32,657;31,908;38,6;38,6;38,8;39,4;
9254;LR-72251-436-Mini-20180302-1-94-18,3;LR-72251-436-Mini;LR;72251;436;Mini;1;72251-436-Mini-1;20180302;9;22,3;94;11,44945414;6,103277808;5,265216045;5,002623712;5,830951895;5,015186936;5,060474286;5,008991915;1,118866931;0,610725964;0,31874756;-0,03238867;0,5404195;-0,077842391;0,154752691;0,059928155;2,06;0,7;0,33;-0,0324;0,6;-0,078;0,156;0,06;10,3;3,5;1,65;-0,162;3;-0,39;0,78;0,3;5;57;52;2,6;2,3;5,98;5,2;0,18;0,57;453;450;0,279;0,441;31,809;30,159;18,5;15;23,2;12,9;
9259;LR-72251-450-Mesi-20180427-1-45-28,6;LR-72251-450-Mesi;LR;72251;450;Mesi;1;72251-450-Mesi-1;20180427;17;29,6;45;18,60752536;13,60147051;8,087874937;8,00878424;8,544003745;8,001224906;8,088022008;8,015609771;1,126377117;0,94200004;-0,147544934;-0,046840713;-0,35877067;0,017498214;0,14766723;0,06241881;2,1;1,375;-0,148625;-0,046875;-0,375;0,0175;0,14875;0,0625;16,8;11;-1,189;-0,375;-3;0,14;1,19;0,5;8;10;2;2;1,5;3,23;2,04;0,39;0,25;550;553;0,176;0,551;34,536;35,725;14,2;3,2;19,5;2,7;
9262;LR-72251-493-Kiva-20171103-3-53-44;LR-72251-493-Kiva;LR;72251;493;Kiva;3;72251-493-Kiva-3;20171103;44;42,5;53;8,121576202;6,341135545;5,459784703;5,000168097;17,72004515;5,002559345;5,34176001;5,141984053;0,907593334;0,662426294;-0,413333347;0,008199816;-1,284744885;-0,031989084;0,359647094;0,235544981;1,28;0,78;-0,4386;0,0082;-3,4;-0,032;0,376;0,24;6,4;3,9;-2,193;0,041;-17;-0,16;1,88;1,2;5;9;4;3;1,8;4,04;2,16;0,08;0,24;574;591;0,158;0,117;25,814;28,007;23,3;19,4;26,8;20,4;
9265;LR-72251-9206-Louna-20180427-2-56-46,3;LR-72251-9206-Louna;LR;72251;9206;Louna;2;72251-9206-Louna-2;20180427;17;46,3;56;8,104936767;8,2;8,087874937;8,000095062;42,75511665;8,000506234;8,217931613;8,000624976;0,161091905;0,221314442;-0,147544934;0,004874961;1,382574821;0,011249525;0,23081196;-0,012499349;0,1625;0,225;-0,148625;0,004875;5,25;0,01125;0,235;-0,0125;1,3;1,8;-1,189;0,039;42;0,09;1,88;-0,1;8;21;13;4;4,1;7,58;5,7;0,26;0,17;695;653;0,173;0,134;34,536;35,725;42,4;40,6;44,2;42,9;
9269;LR-72251-9275-Myrtti-20180503-1-72-13,6;LR-72251-9275-Myrtti;LR;72251;9275;Myrtti;1;72251-9275-Myrtti-1;20180503;18;12,7;72;6,139218191;6,003332408;6,005937812;6,000362989;8,485281374;6,04304559;6,070123557;6;-0,213368642;0,033320996;0,044470661;0,010999556;-0,785398163;0,119428926;0,152148326;0;-0,216666667;0,033333333;0,0445;0,011;-1;0,12;0,153333333;0;-1,3;0,2;0,267;0,066;-6;0,72;0,92;0;6;37;31;1,4;1,4;2,11;1,19;1,16;0,44;421;427;0,218;0,152;34,803;34,536;8,9;8,7;7,6;8,9;
9273;LR-72251-9760-English-20180315-7-46-39,4;LR-72251-9760-English;LR;72251;9760;English;7;72251-9760-English-7;20180315;11;35,1;46;7,576938696;7,017834424;7,31080577;7,000028571;8,062257748;7,006425622;7,006004568;7,085901495;0,392760666;0,071307465;0,292635931;-0,002857135;-0,519146114;0,042830933;-0,041404894;-0,155868201;0,414285714;0,071428571;0,301285714;-0,002857143;-0,571428571;0,042857143;-0,041428571;-0,157142857;2,9;0,5;2,109;-0,02;-4;0,3;-0,29;-1,1;7;12;5;1,9;3;3,7;3,99;0,44;0,14;593;597;0,131;0,151;33,24;31,131;26,9;26,4;29,3;26,4;
9293;LR-81381-472-Nenis-20180426-1-101-34,2;LR-81381-472-Nenis;LR;81381;472;Nenis;1;81381-472-Nenis-1;20180426;17;34,7;101;20,52437575;20,14050645;17,43205235;17,00006224;37,12142239;17,00042352;17,10145023;17,01058494;0,594759257;0,565967603;0,223105369;0,002705876;1,095101108;0,007058706;0,108978287;0,035279474;0,676470588;0,635294118;0,226882353;0,002705882;1,941176471;0,007058824;0,109411765;0,035294118;11,5;10,8;3,857;0,046;33;0,12;1,86;0,6;17;24;7;2,6;2;2,6;0,74;0,3;0,18;554;521;0,102;0,056;35,658;31,801;24,8;14;26,3;14,8;
9314;LR-91724-551-Manteli-20180406-2-55-53,8;LR-91724-551-Manteli;LR;91724;551;Manteli;2;91724-551-Manteli-2;20180406;14;50,8;55;11,24322018;10,76289924;8,04387475;8,001406126;8;8,006003997;8,669232953;8,000624976;0,779108938;0,732815102;0,104493019;-0,018747803;0;-0,038730622;-0,395500969;0,012499349;0,9875;0,9;0,104875;-0,01875;0;-0,03875;-0,4175;0,0125;7,9;7,2;0,839;-0,15;0;-0,31;-3,34;0,1;8;20;12;3,1;3;12,76;16,1;0;0,31;0;0;0,296;0,446;36,374;35,535;43,8;36,6;44,7;36,8;
9318;DR-102142-107--4-73-33,341;DR-102142-107-;DR;102142;107;;4;102142-107--4;20170914;37;33,645;73;15,43982775;15,15643705;15;15,0000108;15;15;15;15;0,239260759;0,143800535;0;-0,001199999;0;0;0;0;0,243933333;0,1448;0;-0,0012;0;0;0;0;3,659;2,172;0;-0,018;0;0;0;0;15;198;183;3,428571;3,428571;0;0;0;0;0;0;0,222;0,24;0;0;28,423;26,251;33,922;30,263;
9336;DR-102142-55--6-80-26,389;DR-102142-55-;DR;102142;55;;6;102142-55--6;20170522;21;30,582;80;15,10524412;15,00029453;15;15,00000003;15;15;15;15,00612122;0,118114314;0,006266585;0;-6,67E-05;0;0;0;0,028563696;0,118666667;0,006266667;0;-6,67E-05;0;0;0;0,028571467;1,78;0,094;0;-0,001;0;0;0;0,428572;15;320;305;3,714286;3,285714;0;0;0;0;0;0;0,175;0,176;0;0;13,135;13,041;14,629;12,849;
9349;DR-102614-1530-Lulu-2-46-56,745;DR-102614-1530-Lulu;DR;102614;1530;Lulu;2;102614-1530-Lulu-2;20171130;48;52,844;46;147,0098296;147,1292614;147;147,0000027;147;147;147;147,0034013;-0,01156411;-0,041921004;0;-0,000190476;0;0;0;-0,006802616;-0,011564626;-0,041945578;0;-0,000190476;0;0;0;-0,006802721;1,7;6,166;0;0,028;0;0;0;1;-147;17;164;4,428571;3,428571;0;0;0;0;0;0;0,162;0,134;0;0;48,609;42,443;43,41;41,71;
9354;DR-102614-1556-Malibu-1-54-24,735;DR-102614-1556-Malibu;DR;102614;1556;Malibu;1;102614-1556-Malibu-1;20171017;42;32,563;54;16,16804333;16,26140265;16;16,0000405;16;16;16;16;-0,144302473;0,179545483;0;-0,002249996;0;0;0;0;-0,1453125;0,1815;0;-0,00225;0;0;0;0;-2,325;2,904;0;-0,036;0;0;0;0;16;216;200;2,571429;2,571429;0;0;0;0;0;0;0,147;0,183;0;0;23,293;20,389;21,81;24,135;
9368;DR-102614-42-IESSICA-5-79-44;DR-102614-42-IESSICA;DR;102614;42;IESSICA;5;102614-42-IESSICA-5;20180125;4;40,99;79;3,892351474;3,039914637;3;3,000006;3;3;3;3,003399428;-0,690790928;-0,162228346;0;-0,001999997;0;0;0;-0,047583056;-0,826666667;-0,163666667;0;-0,002;0;0;0;-0,047619;-2,48;-0,491;0;-0,006;0;0;0;-0,142857;3;174;171;2,571429;2,714286;0;0;0;0;0;0;0,135;0,141;0;0;29,609;30,1;32,295;34,775;
9373;DR-102614-491-JIZZAX-3-66-40,53;DR-102614-491-JIZZAX;DR;102614;491;JIZZAX;3;102614-491-JIZZAX-3;20160802;32;41,02;66;36,31660915;35,22443612;35,10055591;35,00000143;35;35;35;35,00357125;-0,270091961;-0,112945834;-0,075712141;0,000285714;0;0;0;-0,014284743;-0,276857143;-0,113428571;-0,075857143;0,000285714;0;0;0;-0,014285714;-9,69;-3,97;-2,655;0,01;0;0;0;-0,5;35;226;191;1,6;2,1;0;0;0;0;0;0;0,17;0,16;22,282;24,937;26,33;30,3;19,27;28,96;
9378;DR-102614-506-JACIARA-3-71-31,88;DR-102614-506-JACIARA;DR;102614;506;JACIARA;3;102614-506-JACIARA-3;20170825;34;43,03;71;14,69781021;14,19453994;14;14,00002057;14;14;14;14,00291516;-0,309378942;-0,165750933;0;-0,001714284;0;0;0;-0,020405382;-0,319642857;-0,167285714;0;-0,001714286;0;0;0;-0,020408214;-4,475;-2,342;0;-0,024;0;0;0;-0,285715;14;197;183;2,285714;2,571429;0;0;0;0;0;0;0,122;0,146;0;0;24,541;26,883;24,065;28,54;
9387;DR-102614-531-KALABALIK-3-61-53,82;DR-102614-531-KALABALIK;DR;102614;531;KALABALIK;3;102614-531-KALABALIK-3;20180112;2;53,516;61;17,28729664;3,589546072;3;3,000032666;3;3;3;3,003399428;1,396375447;-0,581280405;0;0,004666633;0;0;0;-0,047583056;5,675;-0,657;0;0,004666667;0;0;0;-0,047619;17,025;-1,971;0;0,014;0;0;0;-0,142857;3;169;166;2,142857;2,285714;0;0;0;0;0;0;0,133;0,119;0;0;32,889;34,86;47,275;30,25;
9395;DR-102614-559-LIKVIDA-2-72-39,75;DR-102614-559-LIKVIDA;DR;102614;559;LIKVIDA;2;102614-559-LIKVIDA-2;20171130;48;45,231;72;18,59759124;16,07528899;16;16;16;16;16;16,00255081;-0,534886543;-0,096821315;0;0;0;0;0;0,017855227;-0,5925;-0,097125;0;0;0;0;0;0,017857125;-9,48;-1,554;0;0;0;0;0;0,285714;16;206;190;3,142857;2,857143;0;0;0;0;0;0;0,134;0,134;0;0;38,637;40,191;39,545;49,025;
9399;DR-102614-568-Melassus-1-97-24,39;DR-102614-568-Melassus;DR;102614;568;Melassus;1;102614-568-Melassus-1;20170614;24;27,081;97;14,00039374;14,01573744;14;14,000063;14;14;14;14,00072884;-0,007499859;0,047393056;0;0,002999991;0;0;0;0,010203717;-0,0075;0,047428571;0;0,003;0;0;0;0,010204071;-0,105;0,664;0;0,042;0;0;0;0,142857;14;295;281;2;1,857143;0;0;0;0;0;0;0,241;0,199;0;0;12,297;11,633;11,935;12,04;
9401;DR-102614-574-Mandel-1-41-35,355;DR-102614-574-Mandel;DR;102614;574;Mandel;1;102614-574-Mandel-1;20170601;22;39,561;41;15,00033333;15,06000163;15;15,0000048;15;15;15;15,00068026;-0,006666568;-0,089295238;0;-0,0008;0;0;0;-0,009523512;-0,006666667;-0,089533333;0;-0,0008;0;0;0;-0,0095238;-0,1;-1,343;0;-0,012;0;0;0;-0,142857;15;238;223;2,714286;2,857143;0;0;0;0;0;0;0,154;0,166;0;0;27,07;28,413;28,47;28,57;
9426;DR-102614-986-Katrilli-2-90-38,41;DR-102614-986-Katrilli;DR;102614;986;Katrilli;2;102614-986-Katrilli-2;20160912;38;43,3;90;43,10279138;43,35451636;43,07944086;43,00000197;43;43;43;43,000342;-0,069075971;-0,127971232;-0,060739149;-0,000302326;0;0;0;-0,003988351;-0,069186047;-0,128674419;-0,060813953;-0,000302326;0;0;0;-0,003988372;-2,975;-5,533;-2,615;-0,013;0;0;0;-0,1715;43;281;238;2,4285;2,6;0;0;0;0;0;0;0,147;0,16;26,011;28,626;27,247;32,78;28,025;31;
9429;DR-103674-1231-Lillukka-2-69-41;DR-103674-1231-Lillukka;DR;103674;1231;Lillukka;2;103674-1231-Lillukka-2;20170509;19;44,68;69;155,5442059;155,0214708;155;155,0001843;155;155;155;155;-0,083675135;0,016643624;0;0,001541934;0;0;0;0;-0,083870968;0,016645161;0;0,001541935;0;0;0;0;13;-2,58;0;-0,239;0;0;0;0;-155;19;174;2;2;0;0;0;0;0;0;0,369;0,608;0;0;37,12;39,7;39;26;
9443;DR-103674-468-Luppa-2-88-37;DR-103674-468-Luppa;DR;103674;468;Luppa;2;103674-468-Luppa-2;20171030;44;36,51;88;35,17101079;34,13922085;34;34,00008053;34;34;34;34;-0,258770892;-0,090341652;0;0,002176467;0;0;0;0;-0,264705882;-0,090588235;0;0,002176471;0;0;0;0;-9;-3,08;0;0,074;0;0;0;0;34;181;147;2;2;0;0;0;0;0;0;0,436;0,362;0;0;31,74;34,82;28;37;
9460;DR-103927-345-Jumpperi-3-55-41,84;DR-103927-345-Jumpperi;DR;103927;345;Jumpperi;3;103927-345-Jumpperi-3;20170724;30;48,109;55;253,2785337;253,3658069;253;253;253;253;253;253,0019763;-0,046902336;-0,053742665;0;7,91E-06;0;0;0;-0,003952549;-0,046936759;-0,053794466;0;7,91E-06;0;0;0;-0,003952569;-11,875;-13,61;0;0,002;0;0;0;-1;253;280;27;2,428571;3,428571;0;0;0;0;0;0;0,403;0,401;0;0;33,674;47,284;32,775;44,65;
9471;DR-103927-376-Loratti-1-65-37,87;DR-103927-376-Loratti;DR;103927;376;Loratti;1;103927-376-Loratti-1;20161230;53;36,26;65;14,67965344;14,14016252;14;14,00000914;14;14;14;14,00291516;-0,305485696;0,140916918;0;0,001142857;0;0;0;0,020405382;-0,315357143;0,141857143;0;0,001142857;0;0;0;0,020408214;-4,415;1,986;0;0,016;0;0;0;0,285715;14;243;229;2,714286;2,428571;0;0;0;0;0;0;0,421;0,405;0;0;31,037;29,051;27,945;32,36;
9506;DR-104244-146-K,Palermo Kirsikka-2-93-56,13;DR-104244-146-K,Palermo Kirsikka;DR;104244;146;K,Palermo Kirsikka;2;104244-146-K,Palermo Kirsikka-2;20161116;47;47,41;93;43,00224296;42,09058802;42,03516339;42;42;42;42;42;-0,21632319;-0,065619937;-0,040905741;0;0;0;0;0;-0,219761905;-0,065714286;-0,040928571;0;0;0;0;0;-9,23;-2,76;-1,719;0;0;0;0;0;42;197;155;3,7;3,7;0;0;0;0;0;0;0,09;0,09;33,418;35,137;37,98;40,74;32;41,23;
9510;DR-104244-245-K,Payssli Lohtu-1-83-27,84;DR-104244-245-K,Payssli Lohtu;DR;104244;245;K,Payssli Lohtu;1;104244-245-K,Payssli Lohtu-1;20170117;3;27,35;83;49,04079934;49,02295381;59,31073026;49,00000102;49;49;49;49,00163263;-0,040793683;-0,030602688;-0,598543001;-0,000204082;0;0;0;-0,008163084;-0,040816327;-0,030612245;-0,682;-0,000204082;0;0;0;-0,008163265;-2;-1,5;-33,418;-0,01;0;0;0;-0,4;49;174;125;2,6;3;0;0;0;0;0;0;0,09;0,1;0;33,418;24,55;26,05;24;26;
9515;DR-104244-285-K,Palermo Manolo-1-98-42;DR-104244-285-K,Palermo Manolo;DR;104244;285;K,Palermo Manolo;1;104244-285-K,Palermo Manolo-1;20170824;34;39,12;98;31,78049716;31,08970248;31;31,00000161;31;31;31;31,00258054;-0,222081902;-0,07598247;0;0,000322581;0;0;0;-0,01290251;-0,225806452;-0,076129032;0;0,000322581;0;0;0;-0,012903226;-7;-2,36;0;0,01;0;0;0;-0,4;31;224;193;2;2,4;0;0;0;0;0;0;0,12;0,11;0;0;25,9;28,26;24;31;
9534;DR-107138-279-lempi-2-47-57,99;DR-107138-279-lempi;DR;107138;279;lempi;2;107138-279-lempi-2;20171207;49;60,839;47;17,0531522;16,0749028;16;16,00000028;16;16;16;16,00573876;-0,353279991;-0,096573645;0;-0,0001875;0;0;0;0,026779284;-0,36875;-0,096875;0;-0,0001875;0;0;0;0,026785688;-5,9;-1,55;0;-0,003;0;0;0;0,428571;16;152;136;4;3,571429;0;0;0;0;0;0;0,347;0,35;0;0;49,269;50,819;43,46;49,36;
9539;DR-107138-292-Lumikki-1-88-39,51;DR-107138-292-Lumikki;DR;107138;292;Lumikki;1;107138-292-Lumikki-1;20170515;20;41,956;88;14,5866043;14,47837978;14;14,00000604;14;14;14;14;-0,284561937;-0,257777214;0;-0,000928571;0;0;0;0;-0,2925;-0,263642857;0;-0,000928571;0;0;0;0;-4,095;-3,691;0;-0,013;0;0;0;0;14;354;340;3,142857;3,142857;0;0;0;0;0;0;0,357;0,37;0;0;20,5;24,191;22,9;26,995;
9550;DR-107138-6-Lätinä-2-49-55,19;DR-107138-6-Lätinä;DR;107138;6;Lätinä;2;107138-6-Lätinä-2;20171123;47;56,61;49;16,84399671;16,49899176;16;16,0000005;16;16;16;16,00063774;-0,317901892;-0,246566267;0;0,00025;0;0;0;-0,008928325;-0,3290625;-0,2516875;0;0,00025;0;0;0;-0,008928562;-5,265;-4,027;0;0,004;0;0;0;-0,142857;16;168;152;3,571429;3,714286;0;0;0;0;0;0;0,352;0,348;0;0;43,249;47,276;38,53;43,795;
9578;dr-110324-182-K,Burdette Keira-2-33-34;dr-110324-182-K,Burdette Keira;dr;110324;182;K,Burdette Keira;2;110324-182-K,Burdette Keira-2;20170401;13;36,12;33;1,414213562;1,386217876;1,217795139;1,000049999;1;1;1;1,004987562;0,785398163;0,764992833;0,607362371;-0,009999667;0;0;0;0,099668652;1;0,96;0,695;-0,01;0;0;0;0,1;1;0,96;0,695;-0,01;0;0;0;0,1;1;28;27;2,7;2,6;0;0;0;0;0;0;0,08;0,09;38,528;37,833;32,55;31,59;34;33;
9588;dr-110324-248-K,Mordicus Loimu-1-33-33;dr-110324-248-K,Mordicus Loimu;dr;110324;248;K,Mordicus Loimu;1;110324-248-K,Mordicus Loimu-1;20170307;10;34,35;33;8,062257748;1,198165264;1,976619589;1;1;1;1;1;-1,446441332;-0,583373007;1,040354803;0;0;0;0;0;-8;-0,66;1,705;0;0;0;0;0;-8;-0,66;1,705;0;0;0;0;0;1;28;27;1,9;1,9;0;0;0;0;0;0;0,09;0,09;36,038;34,333;31,69;32,35;23;31;
9593;dr-110324-250-K,Miracle Lyhde-1-96-34,79;dr-110324-250-K,Miracle Lyhde;dr;110324;250;K,Miracle Lyhde;1;110324-250-K,Miracle Lyhde-1;20170217;7;35,51;96;3,16227766;1,011187421;1,266998027;1;1;1;1;1;-1,249045772;0,148889948;-0,661181615;0;0;0;0;0;-3;0,15;-0,778;0;0;0;0;0;-3;0,15;-0,778;0;0;0;0;0;1;148;147;2;2;0;0;0;0;0;0;0,09;0,09;39,111;39,889;29,21;29,06;31;34;
9598;dr-110324-254-K,Cup Lumihiutale-1-64-42,19;dr-110324-254-K,Cup Lumihiutale;dr;110324;254;K,Cup Lumihiutale;1;110324-254-K,Cup Lumihiutale-1;20170215;7;39,55;64;3,605551275;2,09990476;2,016190715;2;2;2;2;2,002498439;0,982793723;0,309702945;0,126815771;0;0;0;0;0,049958396;1,5;0,32;0,1275;0;0;0;0;0,05;3;0,64;0,255;0;0;0;0;0,1;2;116;114;2,1;2;0;0;0;0;0;0;0,09;0,09;40;39,745;34,86;34,22;37;34;
9619;DR-110324-312-Jubilee-3-78-35,32;DR-110324-312-Jubilee;DR;110324;312;Jubilee;3;110324-312-Jubilee-3;20161123;48;36,07;78;26,01922366;26,00184801;26;26,00006923;26;26;26;26,00692216;-0,03844259;0,011922512;0;-0,002307688;0;0;0;0,023072828;-0,038461538;0,011923077;0;-0,002307692;0;0;0;0,023076923;-1;0,31;0;-0,06;0;0;0;0,6;26;239;213;2,9;2,3;0;0;0;0;0;0;0,53;0,59;0;0;23,9;23,59;25;26;
9623;DR-110324-322-Jalokivi-3-60-38;DR-110324-322-Jalokivi;DR;110324;322;Jalokivi;3;110324-322-Jalokivi-3;20170503;18;47,98;60;14,03566885;14,40930602;14;14,000175;14;14;14;14,00035714;0,071307465;-0,238919151;0;0,004999958;0;0;0;0,007142736;0,071428571;-0,243571429;0;0,005;0;0;0;0,007142857;1;-3,41;0;0,07;0;0;0;0,1;14;262;248;2,4;2,3;0;0;0;0;0;0;0,62;0,55;0;0;29,34;32,75;32;31;
9635;dr-110324-341-Kuusama-2-61-51,71;dr-110324-341-Kuusama;dr;110324;341;Kuusama;2;110324-341-Kuusama-2;20170209;6;41,58;61;6,240640993;1,220655562;2,897060752;1,000049999;1;1;1;1,004987562;-1,409862588;-0,610725964;1,218368493;0,009999667;0;0;0;0,099668652;-6,16;-0,7;2,719;0,01;0;0;0;0,1;-6,16;-0,7;2,719;0,01;0;0;0;0,1;1;56;55;2,7;2,6;0;0;0;0;0;0;0,52;0,51;32,254;29,535;39,93;40,63;41,76;47,92;
9664;dr-110324-951-Satsi Inkeri-5-37-60;dr-110324-951-Satsi Inkeri;dr;110324;951;Satsi Inkeri;5;110324-951-Satsi Inkeri-5;20170411;15;68,12;37;1;1,146123903;1,046652282;1;1;1;1;1;0;0,510488322;-0,299693087;0;0;0;0;0;0;0,56;-0,309;0;0;0;0;0;0;0,56;-0,309;0;0;0;0;0;1;31;30;3,9;3,9;0;0;0;0;0;0;0,07;0,07;39,382;39,691;64,86;64,3;66;66;
9665;DR-111332-1342-KAUNOKKI-3-54-37;DR-111332-1342-KAUNOKKI;DR;111332;1342;KAUNOKKI;3;111332-1342-KAUNOKKI-3;20170717;29;40,24;54;32,06243908;32,00113904;32;32,00000625;32;32;32;32,00062499;0,06241881;-0,0084373;0;-0,000625;0;0;0;0,006249919;0,0625;-0,0084375;0;-0,000625;0;0;0;0,00625;2;-0,27;0;-0,02;0;0;0;0,2;32;229;197;2,9;2,7;0;0;0;0;0;0;0,15;0,17;0;0;25;25,27;28;26;
9669;DR-111332-41-LIEKITÄR-1-81-35;DR-111332-41-LIEKITÄR;DR;111332;41;LIEKITÄR;1;111332-41-LIEKITÄR-1;20170502;18;35,13;81;32,55764119;32,04406965;32;32,00000625;32;32;32;32;0,18534795;-0,052451845;0;-0,000625;0;0;0;0;0,1875;-0,0525;0;-0,000625;0;0;0;0;6;-1,68;0;-0,02;0;0;0;0;32;364;332;1,9;1,9;0;0;0;0;0;0;0,16;0,18;0;0;26,2;27,88;31;25;
9698;DR-112696-272-Lertta-2-61-39,75;DR-112696-272-Lertta;DR;112696;272;Lertta;2;112696-272-Lertta-2;20180228;9;45,28;61;8,57601889;8,878203647;8;8,00000625;8;8;8;8,005623024;-0,368597022;0,448535409;0;-0,001249999;0;0;0;0,037482437;-0,38625;0,48125;0;-0,00125;0;0;0;0,0375;-3,09;3,85;0;-0,01;0;0;0;0,3;8;21;13;3,3;3;0;0;0;0;0;0;0,44;0,45;0;0;40,39;36,54;35,57;38,66;
9703;DR-112696-52-Avenna-8-65-46,52;DR-112696-52-Avenna;DR;112696;52;Avenna;8;112696-52-Avenna-8;20180411;15;49,08;65;10,29575155;9,532098405;7;7,000457128;7;7;7;7;0,823180862;0,746071753;0;-0,011428074;0;0;0;0;1,078571429;0,924285714;0;-0,011428571;0;0;0;0;7,55;6,47;0;-0,08;0;0;0;0;7;23;16;4,4;4,4;0;0;0;0;0;0;0,39;0,47;0;0;39,62;33,15;40,05;32,5;
9729;DR-112979-545-Leenu-2-55-31,915;DR-112979-545-Leenu;DR;112979;545;Leenu;2;112979-545-Leenu-2;20180105;1;33,634;55;105,0019505;105,1812416;105;105,0000088;105;105;105;105,0047618;0,006095163;0,058713392;0;-0,000409524;0;0;0;-0,009523522;0,006095238;0,058780952;0;-0,000409524;0;0;0;-0,00952381;0,64;6,172;0;-0,043;0;0;0;-1;105;115;10;2,857143;3,857143;0;0;0;0;0;0;0,127;0,17;0;0;33,173;27,001;31,76;31,12;
9731;DR-112979-561-Manta-1-91-26,68;DR-112979-561-Manta;DR;112979;561;Manta;1;112979-561-Manta-1;20170914;37;25,111;91;14,00001429;14,15337712;14;14,00000057;14;14;14;14,00291514;-0,00142857;-0,147352745;0;0,000285714;0;0;0;-0,02040531;-0,001428571;-0,148428571;0;0,000285714;0;0;0;-0,020408143;-0,02;-2,078;0;0,004;0;0;0;-0,285714;14;131;117;2,571429;2,857143;0;0;0;0;0;0;0,045;0,041;0;0;17,761;19,839;20,52;20,54;
9733;DR-112979-566-Mango-1-48-29,4;DR-112979-566-Mango;DR;112979;566;Mango;1;112979-566-Mango-1;20171204;49;29,704;48;14,51575782;14,11333501;14;14,00000804;14;14;14;14,00072884;-0,26736984;0,126815771;0;0,001071428;0;0;0;0,010203717;-0,273928571;0,1275;0;0,001071429;0;0;0;0,010204071;-3,835;1,785;0;0,015;0;0;0;0,142857;14;140;126;2,714286;2,571429;0;0;0;0;0;0;0,182;0,167;0;0;29,439;27,654;28,725;32,56;
